사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-03,2호선,0244,용답,1,0,"2,058",374,"3,237","1,311","8,465","1,914","13,766","4,484","8,092","6,744","5,791","4,310","5,449","3,782","5,893","4,137","5,861","5,272","5,479","4,757","5,992","5,729","7,411","6,829","6,790","7,883","4,951","11,895","2,933","7,818","2,306","5,885","1,664","6,397","1,179","6,025",547,"3,632",115,"1,083",1,2,0,0,0,0
2024-03,2호선,0245,신답,19,0,"1,099",149,"1,969",841,"6,013",892,"11,429","1,848","5,094","1,135","2,991","1,217","2,403","1,419","2,539","1,559","2,445","1,666","2,286","2,205","2,129","2,936","2,516","3,931","2,351","5,006","2,155","9,875","1,122","6,724",685,"3,574",507,"3,851",476,"3,168",178,"1,983",35,523,0,1,0,0,0,0
2024-03,2호선,0246,신설동,56,8,"1,231",324,"1,507","2,277","5,251","5,389","9,272","14,563","6,158","9,969","5,656","9,052","6,369","8,581","7,980","8,536","8,629","9,217","9,538","7,414","10,368","6,835","11,025","6,164","13,605","6,704","14,013","8,197","5,587","6,010","3,846","4,437","3,356","4,029","2,097","3,704",744,"2,436",122,798,0,137,0,0,0,0
2024-03,2호선,0247,도림천,0,0,540,460,"1,282",906,"3,383","4,323","3,684","5,386","2,447","1,854","2,153","1,559","1,712","1,479","2,420","2,009","1,933","1,629","2,441","2,085","2,648","1,896","3,217","2,227","2,993","2,679","3,603","3,419","1,769","2,778","1,088","2,014",906,"1,759",494,"1,418",197,"1,082",58,342,1,16,0,0,0,0
2024-03,2호선,0248,양천구청,22,0,"5,126","1,035","12,189","2,355","33,625","4,914","31,110","9,363","19,570","5,111","13,671","4,712","12,148","5,261","11,957","7,005","10,383","8,197","8,684","9,592","8,175","12,279","8,899","15,090","9,259","21,267","9,056","31,137","4,525","25,696","3,059","15,253","2,556","14,358","2,527","11,958",825,"8,755",169,"2,785",0,17,0,0,0,0
2024-03,2호선,0249,신정네거리,127,1,"9,225",974,"18,165","3,059","52,393","4,633","46,391","11,861","26,698","8,596","19,344","7,787","17,413","9,097","18,397","10,735","15,703","12,459","13,399","13,943","12,360","18,751","13,531","24,404","13,269","32,443","12,082","49,771","7,706","37,218","5,724","21,318","4,823","20,486","3,815","17,658","1,624","11,483",280,"3,265",2,167,0,0,0,0
2024-03,2호선,0250,용두(동대문구청),43,1,"1,261",166,"1,798","1,017","5,874","2,739","9,626","5,272","5,386","3,653","4,299","3,554","4,286","4,068","4,568","4,026","4,726","4,867","5,042","4,815","5,391","5,186","5,518","4,938","5,511","5,932","5,944","8,673","3,021","6,331","1,999","3,626","1,807","3,453",939,"2,509",344,"1,752",54,473,0,1,0,0,0,0
2024-03,3호선,0309,지축,2,1,"2,920",784,"10,575","7,144","29,679","5,955","29,084","10,422","16,964","6,677","11,576","6,160","10,448","5,947","10,950","7,648","10,259","8,485","9,612","8,646","11,313","10,855","12,340","14,381","13,298","18,509","10,084","28,580","6,754","22,942","5,392","15,503","4,864","13,704","3,644","11,756","1,599","6,427",267,"1,125",0,0,0,0,0,0
2024-03,3호선,0310,구파발,115,5,"11,900","1,679","35,818","10,879","89,237","23,115","85,899","31,555","49,382","29,353","35,843","28,672","33,633","26,337","33,906","27,289","32,168","30,490","32,693","31,911","36,398","33,927","41,430","40,136","40,245","50,691","31,660","75,904","20,838","66,044","17,326","38,241","14,907","34,036","11,796","30,793","3,393","20,866",588,"8,274",1,370,0,0,0,0
2024-03,3호선,0311,연신내,266,6,"25,519","1,858","49,092","12,229","122,533","24,200","142,244","33,745","86,651","35,787","60,147","34,828","56,885","37,438","60,815","39,978","57,341","44,448","53,476","48,435","54,507","59,100","59,878","69,785","55,011","88,674","49,128","129,509","35,263","112,820","28,602","67,915","25,221","61,447","20,687","54,335","9,358","34,329","1,455","11,225",3,15,0,1,0,0
2024-03,3호선,0312,불광,58,3,"9,690","1,164","19,771","5,195","53,979","11,320","63,410","32,567","39,534","31,072","28,698","26,346","27,058","25,535","28,060","27,678","28,725","30,347","28,498","30,767","31,175","33,429","31,839","37,590","29,521","43,821","31,607","61,554","18,710","49,756","14,700","30,206","12,121","27,627","8,613","23,046","3,831","14,990",521,"4,579",1,0,0,0,0,0
2024-03,3호선,0313,녹번,76,5,"9,824",558,"26,673","3,527","74,104","7,904","78,609","17,770","46,203","11,860","30,585","10,345","25,523","11,119","25,349","13,146","22,120","15,057","19,179","17,333","17,810","22,737","18,916","29,490","19,081","38,041","20,433","63,405","10,464","52,761","8,105","32,000","6,056","29,119","4,509","26,512","1,751","15,603",243,"4,074",0,1,0,1,0,0
2024-03,3호선,0314,홍제,124,9,"10,527","1,395","25,325","6,927","67,753","11,070","73,975","27,093","49,023","23,466","35,146","22,656","32,071","20,362","34,798","22,040","31,559","24,241","29,467","27,330","30,094","32,479","32,572","39,425","32,024","47,432","29,957","65,681","16,985","54,242","13,609","33,699","11,131","30,541","8,366","27,387","3,052","16,092",418,"3,800",0,0,0,0,0,0
2024-03,3호선,0315,무악재,31,1,"2,266",167,"5,834","1,387","17,972","3,108","21,126","5,907","12,690","4,458","9,212","4,162","7,897","4,005","7,457","4,788","6,578","5,519","6,247","6,132","5,600","7,922","6,073","9,517","6,831","11,956","6,917","16,820","3,775","14,877","2,703","9,428","2,096","8,590","1,414","7,384",711,"5,316",93,"1,276",0,0,0,0,0,0
2024-03,3호선,0316,독립문,200,3,"5,033",930,"6,730","5,554","16,574","15,575","19,301","21,690","15,852","19,951","14,189","21,947","14,489","15,560","17,372","15,174","16,855","16,256","17,790","14,947","20,719","14,571","20,606","15,427","19,260","15,803","17,820","17,133","8,447","14,503","6,471","9,739","5,187","8,970","3,607","7,977","1,150","4,926",124,"2,230",1,576,0,0,0,0
2024-03,3호선,0317,경복궁(정부서울청사),65,0,"2,513","1,582","6,425","15,058","14,433","43,099","21,563","137,426","21,501","99,242","21,282","71,695","28,264","64,364","36,682","59,807","45,818","60,634","55,606","48,681","69,639","43,469","86,080","38,297","101,616","36,201","121,692","35,274","54,033","22,859","43,084","13,631","40,339","11,074","26,687","10,669","9,433","6,015","1,052","1,540",2,66,0,0,0,0
2024-03,3호선,0318,안국,12,0,"1,627","2,116","3,067","24,341","6,414","100,360","11,859","127,926","16,599","89,792","20,322","71,703","27,981","74,346","37,950","63,857","44,679","59,841","54,021","55,192","70,243","45,277","94,904","38,368","128,445","33,329","129,346","28,811","62,796","14,226","48,217","8,075","40,841","6,978","21,501","6,001","6,626","3,623",642,"1,082",0,4,0,0,0,0
2024-03,3호선,0319,종로3가,28,1,871,963,"1,503","6,050","2,122","16,173","3,602","44,509","5,992","43,892","8,362","36,758","10,933","31,056","13,152","28,467","15,295","26,794","18,744","25,369","22,300","22,618","27,176","22,057","38,140","21,352","55,448","21,358","32,878","12,148","22,480","7,151","24,003","5,585","18,816","4,389","8,929","2,727",946,"1,112",3,17,0,0,0,0
2024-03,3호선,0320,을지로3가,19,2,728,"1,164","1,525","9,078","4,829","36,042","8,100","79,501","10,498","32,585","10,875","17,230","11,536","15,529","11,764","14,712","13,938","15,959","16,596","14,504","18,499","14,651","22,143","16,549","44,527","20,897","68,224","23,682","28,893","14,701","21,813","7,613","22,175","5,985","17,868","4,467","9,403","2,965","1,303",726,0,10,0,0,0,0
2024-03,3호선,0321,충무로,0,0,0,0,2,0,2,0,4,0,6,0,11,0,5,0,12,0,23,0,18,0,22,0,22,0,28,0,34,0,21,0,21,0,10,0,9,0,8,0,4,0,0,0,0,0,0,0
2024-03,3호선,0322,동대입구,16,0,"1,838","1,001","2,659","9,116","6,256","16,005","8,561","64,908","8,363","38,026","9,392","43,194","11,727","31,077","13,417","24,773","19,246","30,102","22,481","19,791","25,173","17,125","33,023","16,768","46,368","21,577","47,470","24,421","24,443","11,606","26,531","6,665","23,606","6,730","16,428","5,234","3,810","3,403",412,"1,078",3,79,0,0,0,0
2024-03,3호선,0323,약수,106,2,"6,790","1,038","10,907","6,311","26,735","16,251","38,552","32,353","27,597","22,002","20,749","16,111","19,180","17,107","21,643","17,068","21,774","18,257","21,500","20,017","23,532","22,248","24,835","26,140","28,198","31,243","33,067","42,680","20,541","29,316","17,108","19,909","16,667","17,172","11,985","16,241","5,627","9,312",884,"3,427",4,526,1,1,0,0
2024-03,3호선,0324,금호,51,10,"4,409",495,"10,585","2,658","27,947","4,571","38,315","9,557","24,535","7,248","16,378","7,230","14,616","7,435","14,067","8,741","13,110","10,893","11,377","11,651","10,933","14,594","11,703","17,361","12,535","21,947","11,939","30,804","8,418","22,368","5,992","15,349","4,550","13,900","3,477","12,903","1,688","7,010",254,"1,874",0,0,0,0,0,0
2024-03,3호선,0325,옥수,166,2,"3,016",838,"9,439","4,601","23,840","7,794","33,132","12,952","22,935","11,058","16,869","9,179","15,194","11,173","15,156","12,144","15,302","13,713","15,110","14,898","15,962","18,008","16,212","20,326","17,581","26,600","17,218","34,463","11,829","25,834","9,698","17,645","8,839","15,288","5,441","14,605","2,176","7,407",343,"1,916",0,0,0,1,0,0
2024-03,3호선,0326,압구정,74,2,"2,908","2,204","8,009","24,223","16,513","50,539","26,020","141,311","22,857","150,636","27,632","85,403","34,549","69,645","41,421","56,556","47,749","58,872","58,146","53,313","66,614","51,741","76,854","51,898","98,434","58,197","134,164","61,386","94,292","34,571","74,247","18,491","54,728","14,593","39,590","12,849","11,945","6,587","1,724","2,373",2,223,0,0,0,0
2024-03,3호선,0327,신사,63,7,"3,619","1,697","7,117","17,440","12,868","42,041","18,201","105,556","17,221","131,345","21,113","69,091","26,505","49,903","30,694","47,500","36,743","50,065","43,630","47,717","51,089","43,484","61,896","45,951","89,578","56,594","123,987","66,922","88,804","36,956","61,822","19,377","63,226","14,921","52,003","12,312","22,697","8,508","3,004","3,374",3,3,0,0,0,0
2024-03,3호선,0328,잠원,3,0,"1,247",745,"4,817","7,792","13,930","6,969","19,020","9,376","12,343","6,816","9,475","4,770","9,353","5,372","9,089","5,739","8,190","7,132","7,441","7,407","8,788","8,647","11,878","9,372","12,761","12,109","9,899","14,977","5,802","11,407","4,251","7,599","4,188","7,444","2,381","8,671",842,"4,117",142,"1,244",0,2,0,0,0,0
2024-03,3호선,0329,고속터미널,163,4,"5,406","3,933","7,748","34,810","27,250","48,692","48,013","77,782","56,049","99,467","60,143","103,444","76,440","111,685","89,750","105,926","99,007","106,194","112,505","112,976","130,312","116,998","142,311","114,633","155,304","117,450","149,274","121,205","130,154","76,009","139,079","47,951","83,240","37,569","49,428","27,206","18,028","12,987","1,620","2,201",0,0,0,0,0,0
2024-03,3호선,0330,교대(법원.검찰청),81,0,"1,702",676,"4,396","7,384","10,395","21,415","15,670","50,199","13,815","38,943","16,088","18,443","19,583","13,632","21,631","13,037","27,048","13,686","32,320","12,086","32,921","11,916","35,301","12,422","53,046","18,116","69,483","21,960","35,075","11,839","32,697","6,964","31,666","5,659","26,911","5,163","9,363","3,122","1,415",839,0,2,0,0,0,0
2024-03,3호선,0331,남부터미널(예술의전당),40,2,"3,308","1,342","9,603","26,675","29,209","65,731","45,394","153,229","39,383","85,304","36,537","50,634","41,181","39,599","41,613","41,505","44,888","48,210","47,838","45,783","52,062","47,590","65,760","50,369","105,029","57,497","130,469","65,079","63,398","43,329","45,430","27,067","42,233","20,870","31,927","16,912","9,310","10,258",947,"2,688",1,14,0,0,0,0
2024-03,3호선,0332,양재(서초구청),53,4,"5,364","2,842","14,629","42,694","38,210","110,633","47,577","227,949","35,706","122,004","32,606","60,830","35,493","51,156","40,103","46,699","46,380","50,193","52,616","45,169","62,109","44,864","77,257","50,563","128,955","67,676","189,092","81,711","89,429","54,888","67,571","36,502","63,272","31,112","40,307","28,389","13,621","14,215","1,460","3,923",1,63,1,0,0,0
2024-03,3호선,0333,매봉,22,0,"1,782",663,"7,210","8,070","19,597","24,466","23,487","75,771","16,941","32,926","15,304","16,948","15,458","15,954","15,521","14,368","16,390","14,589","17,950","13,548","20,370","15,081","22,909","16,592","39,844","20,656","61,466","25,878","21,148","17,869","15,312","10,579","16,928","9,555","10,488","9,524","3,089","4,771",364,"1,577",0,63,0,0,0,0
2024-03,3호선,0334,도곡,63,8,"1,161",204,"3,858","4,088","12,103","15,280","14,660","21,051","9,740","16,523","8,274","8,501","8,044","8,727","8,275","7,667","8,432","8,274","9,300","7,954","10,714","8,552","13,455","9,012","16,981","10,874","17,511","12,815","9,541","10,586","6,936","6,581","6,023","6,135","4,595","5,502","1,294","3,175",226,"2,017",0,282,0,0,0,0
2024-03,3호선,0335,대치,19,0,"3,073",673,"13,100","8,004","31,477","18,736","30,499","27,871","19,957","18,726","16,093","14,868","15,760","13,898","17,306","18,572","18,408","22,031","16,922","20,443","18,917","22,804","19,887","31,655","32,001","34,659","29,103","35,342","18,726","25,895","13,774","15,344","16,125","14,425","39,923","12,726","3,606","7,317",461,"2,221",0,3,0,0,0,0
2024-03,3호선,0336,학여울,2,0,569,225,"1,914","1,877","4,755","3,525","4,987","8,633","3,914","8,724","3,477","7,292","4,457","5,098","5,329","5,677","5,539","6,574","5,924","5,830","6,705","5,105","8,650","4,229","9,447","4,429","8,915","4,700","2,723","3,717","1,838","2,681","1,782","2,355","1,148","2,148",285,"1,130",33,439,0,0,0,0,0,0
2024-03,3호선,0337,대청,138,1,"3,740","1,169","12,037","7,149","33,043","20,657","38,540","26,377","22,823","12,678","17,167","9,026","15,698","8,775","15,513","10,439","15,649","11,827","14,377","13,197","18,533","15,790","22,929","17,718","25,901","22,568","27,055","32,929","12,298","25,501","8,957","17,901","7,138","16,519","5,072","17,826","1,934","9,067",229,"3,106",0,3,0,0,0,0
2024-03,3호선,0338,일원,5,1,"2,299","1,634","9,023","11,882","26,771","34,811","25,997","25,397","18,929","19,024","18,732","17,023","19,325","12,378","19,219","15,303","16,665","16,158","18,553","15,872","24,265","15,206","31,888","15,480","36,616","17,406","18,728","23,907","11,160","18,945","7,268","12,986","5,950","11,598","3,836","13,430","1,417","5,226",97,"1,869",0,25,0,0,0,0
2024-03,3호선,0339,수서,77,8,"4,606","2,444","12,627","16,726","39,131","36,321","47,681","54,617","33,737","37,456","40,249","26,430","28,475","22,900","37,982","28,531","32,700","25,115","26,026","26,035","36,927","31,753","41,691","35,680","47,738","42,702","52,417","55,915","25,400","42,182","25,941","29,179","16,824","25,072","16,037","24,513","7,461","9,476",585,"3,310",0,249,0,0,0,0
2024-03,3호선,0340,가락시장,66,5,"2,849",630,"7,138","6,392","21,830","12,059","23,449","26,617","17,868","14,430","15,598","10,627","15,311","11,759","15,159","12,831","15,106","13,153","15,085","13,974","15,960","15,916","17,877","17,406","21,454","20,975","28,390","26,845","12,264","18,905","9,698","12,631","8,160","11,044","5,951","10,534","2,299","5,759",363,"1,697",1,37,0,0,0,0
2024-03,3호선,0341,경찰병원,18,1,"2,831",307,"8,096","3,432","24,216","9,465","27,648","28,146","16,818","16,231","12,572","9,013","11,513","7,301","10,881","8,895","10,820","10,076","10,698","9,178","11,258","10,168","10,909","11,477","16,755","16,333","20,866","23,422","8,101","18,412","6,370","11,225","5,090","10,074","3,564","9,459","1,017","5,503",132,"1,517",0,0,0,0,0,0
2024-03,3호선,0342,오금,22,0,"4,509",6,"9,407","2,558","30,099","6,485","32,382","13,199","16,695","6,710","10,463","5,527","9,054","5,073","9,509","6,225","8,873","6,621","7,358","7,179","7,248","9,291","9,262","11,235","11,289","14,949","12,160","22,820","4,830","16,487","3,619","11,370","2,921","10,299","2,985","11,434","1,279","5,980",95,"2,219",0,0,0,0,0,0
2024-03,4호선,0409,당고개,61,1,"8,436",27,"17,442","4,421","44,949","5,809","38,056","10,598","24,699","10,940","17,956","10,315","15,920","9,602","16,309","10,525","15,526","10,815","14,078","11,820","13,086","14,077","14,392","18,221","13,727","20,360","12,854","27,589","8,394","26,449","5,709","17,678","4,747","16,336","3,088","14,700","1,428","10,451",336,"3,670",0,399,0,0,0,0
2024-03,4호선,0410,상계,27,3,"14,757",280,"38,665","6,967","90,411","19,630","75,772","20,901","46,699","18,133","34,401","16,436","31,571","16,788","33,858","21,685","29,961","21,534","25,940","24,740","26,299","28,650","29,214","38,189","28,603","48,195","25,340","68,436","16,638","61,502","12,911","38,418","11,456","35,054","11,874","31,421","3,752","20,797",609,"5,945",3,590,0,0,0,0
2024-03,4호선,0411,노원,250,0,"13,897","1,496","29,731","16,903","69,381","37,791","82,509","66,495","53,448","55,091","42,467","42,207","42,963","41,196","48,375","46,423","46,992","49,771","47,327","50,211","51,147","57,160","57,005","67,824","60,657","87,050","64,690","116,203","48,005","86,760","41,527","53,445","38,141","46,673","35,873","40,921","16,041","26,137","3,402","8,338",2,746,0,0,0,0
2024-03,4호선,0412,창동,"1,873",51,"17,169","2,275","39,508","13,152","91,888","21,019","82,488","46,073","56,984","38,095","47,485","33,593","46,743","32,173","46,586","40,636","43,547","48,567","42,269","48,896","46,826","54,001","52,365","59,930","50,483","72,613","51,891","96,197","30,491","81,153","24,138","51,003","21,348","43,381","17,145","39,766","7,380","25,019","1,285","8,287",1,178,0,0,0,0
2024-03,4호선,0413,쌍문,266,7,"25,454","1,268","53,386","9,275","127,244","16,315","130,597","28,624","83,014","21,575","58,324","21,223","50,487","23,026","50,844","28,055","45,768","30,749","39,615","34,713","37,133","47,256","39,772","58,774","40,055","75,302","35,423","106,440","24,006","101,366","18,530","63,681","13,974","56,648","10,856","54,151","4,813","34,676",659,"10,427",0,16,0,0,0,0
2024-03,4호선,0414,수유(강북구청),196,8,"22,950","3,299","46,604","10,498","113,144","21,654","124,607","56,719","83,330","40,602","59,484","31,844","57,063","35,754","59,367","38,369","56,379","44,301","52,285","48,189","51,854","59,659","56,673","74,770","59,965","90,663","67,218","127,208","41,256","112,415","31,552","72,482","27,404","66,264","22,235","60,997","12,044","39,769","1,890","9,572",0,1,1,1,0,0
2024-03,4호선,0415,미아(서울사이버대학),108,10,"12,322","2,245","20,763","8,764","48,495","19,713","53,834","41,560","35,470","22,164","27,368","18,026","27,300","22,514","29,354","19,263","27,799","21,196","26,545","23,842","26,176","27,240","33,267","32,292","32,207","36,980","31,260","47,671","18,056","39,337","12,377","25,172","10,986","23,636","9,972","20,364","2,998","13,288",391,"3,615",0,0,0,0,0,0
2024-03,4호선,0416,미아사거리,116,2,"15,913","2,777","37,081","8,555","92,440","21,715","99,480","34,868","63,937","32,415","45,702","29,381","43,717","30,891","44,629","34,195","44,423","37,688","42,101","41,549","47,092","51,808","49,670","60,037","44,635","72,974","44,543","102,267","32,151","79,593","31,645","50,559","19,034","45,353","14,027","39,830","6,665","23,101",923,"5,061",1,0,0,0,0,0
2024-03,4호선,0417,길음,43,5,"10,590","1,866","34,140","8,432","91,447","15,866","90,183","39,369","54,856","31,269","38,520","26,616","33,749","30,338","35,553","26,771","34,247","30,128","32,284","31,983","34,469","34,816","40,841","43,810","41,174","58,762","39,831","80,770","21,198","65,290","16,302","42,619","12,910","39,024","13,509","38,005","4,869","22,217",727,"5,913",0,1,0,0,0,0
2024-03,4호선,0418,성신여대입구(돈암),46,11,"6,150","1,853","20,178","7,082","49,745","19,103","57,288","49,380","42,115","30,903","33,314","26,279","34,772","39,294","39,242","30,730","39,108","32,813","41,083","37,309","43,272","36,816","47,251","45,089","54,429","57,562","54,812","74,579","35,739","58,565","33,197","39,995","34,420","36,773","32,383","33,238","15,018","22,604","2,359","6,604",0,0,1,1,0,0
2024-03,4호선,0419,한성대입구(삼선교),68,2,"6,499","1,234","13,022","7,610","31,030","18,957","37,102","34,190","27,525","28,081","21,132","25,104","21,579","22,752","24,185","23,503","25,271","23,423","25,484","23,908","29,658","24,076","36,534","27,523","36,974","33,670","35,713","37,412","24,176","29,789","19,533","20,789","17,769","19,415","12,869","18,752","5,478","12,387",884,"5,995",3,"1,641",0,0,0,0
2024-03,4호선,0420,혜화,24,2,"3,777","2,323","7,946","21,360","18,406","49,847","22,582","120,523","26,313","89,256","32,703","69,873","36,882","73,846","41,599","82,864","45,784","98,773","59,262","84,887","83,198","68,914","97,690","69,501","116,457","80,959","126,381","88,828","80,293","59,042","85,919","24,815","114,929","22,420","93,455","19,468","35,233","12,354","4,592","3,849",1,536,0,0,0,0
2024-03,4호선,0421,동대문,182,6,"4,677","2,524","2,997","13,647","5,142","33,016","7,928","68,867","13,581","67,096","20,120","65,416","27,886","59,270","35,783","53,944","42,317","50,269","52,014","47,628","61,855","39,152","71,978","31,798","88,538","25,040","64,120","22,263","38,836","23,901","28,656","17,381","27,228","12,489","21,605","8,792","10,088","6,302","1,746","1,751",3,166,0,0,0,0
2024-03,4호선,0422,동대문역사문화공원(DDP),359,1,"6,400","1,621","5,190","13,445","9,687","28,967","15,966","65,507","20,063","40,114","21,914","33,915","23,186","31,511","25,129","30,218","27,618","30,710","34,215","30,088","41,245","28,062","49,646","26,643","66,058","28,447","80,522","30,392","48,448","31,517","37,880","22,865","35,732","19,302","29,125","16,313","15,399","11,097","2,790","3,197",2,115,0,0,0,0
2024-03,4호선,0423,충무로,89,9,"3,658","3,034","6,083","24,172","13,204","60,610","22,676","184,833","28,897","107,628","32,477","69,593","35,648","56,085","35,095","52,261","42,216","51,495","50,115","43,199","56,675","41,151","72,083","45,427","107,615","49,546","160,645","53,642","76,639","33,947","62,491","23,964","60,969","23,243","48,867","22,165","28,155","15,343","5,002","4,610",0,187,0,0,0,0
2024-03,4호선,0424,명동,37,10,"1,482","1,156","4,302","22,348","9,579","55,575","19,179","134,366","33,807","101,346","42,158","73,054","47,838","74,621","47,386","82,459","51,717","79,267","64,014","74,532","80,148","78,960","98,271","79,283","107,377","83,510","144,750","79,955","90,233","65,577","83,081","48,280","81,181","34,000","74,548","20,297","31,839","10,999","2,072","3,479",4,192,1,1,0,0
2024-03,4호선,0425,회현(남대문시장),35,0,"1,347",828,"3,380","20,346","5,515","54,589","9,865","145,450","13,475","103,242","19,070","87,423","30,380","87,496","41,288","70,228","54,564","64,992","67,467","57,407","80,483","46,978","92,422","35,234","112,894","26,991","125,614","21,970","61,674","12,974","59,871","7,450","22,823","6,454","12,983","5,921","4,833","3,911",654,"1,202",0,81,0,1,0,0
